#Creator: pendulumEventBuffer
#Creation time: Thu Mar 20 14:45:03 2025
#Time	Period	Transit time
#[s]	[s]	[s]
81.092760	2.157554	0.024564
82.171536	2.157521	0.024636
83.250281	2.157477	0.024706
84.329013	2.157447	0.024782
85.407728	2.157423	0.024860
86.486436	2.157379	0.024936
87.565107	2.157325	0.025010
88.643761	2.157281	0.025086
89.722388	2.157243	0.025164
90.801004	2.157215	0.025236
91.879603	2.157172	0.025310
92.958176	2.157125	0.025388
94.036728	2.157085	0.025472
95.115261	2.157057	0.025554
96.193785	2.157026	0.025630
97.272287	2.156976	0.025706
98.350761	2.156921	0.025782
99.429208	2.156871	0.025860
100.507632	2.156828	0.025936
101.586036	2.156772	0.026020
102.664404	2.156740	0.026104
103.742776	2.156707	0.026184
104.821111	2.156655	0.026262
105.899431	2.156607	0.026346
106.977718	2.156569	0.026432
108.056000	2.156531	0.026512
109.134249	2.156486	0.026594
110.212486	2.156452	0.026676
111.290701	2.156413	0.026758
112.368899	2.156371	0.026842
113.447072	2.156327	0.026928
114.525226	2.156281	0.027016
115.603353	2.156244	0.027098
116.681470	2.156199	0.027180
117.759552	2.156174	0.027268
118.837644	2.156131	0.027356
119.915683	2.156072	0.027442
120.993716	2.156044	0.027528
122.071727	2.156009	0.027614
123.149725	2.155974	0.027702
124.227701	2.155943	0.027794
125.305668	2.155921	0.027884
126.383622	2.155897	0.027976
127.461565	2.155848	0.028066
128.539470	2.155802	0.028156
129.617367	2.155760	0.028250
130.695230	2.155737	0.028344
131.773104	2.155670	0.028432
132.850900	2.155617	0.028524
133.928721	2.155607	0.028618
135.006507	2.155560	0.028710
136.084281	2.155509	0.028806
137.162016	2.155459	0.028900
138.239740	2.155420	0.028992
139.317436	2.155384	0.029088
140.395124	2.155332	0.029184
141.472768	2.155280	0.029280
142.550404	2.155246	0.029376
143.628014	2.155202	0.029472
144.705606	2.155159	0.029568
145.783173	2.155126	0.029670
146.860732	2.155053	0.029772
147.938226	2.154978	0.029864
149.015710	2.154945	0.029956
150.093171	2.154912	0.030058
151.170622	2.154879	0.030160
152.248050	2.154859	0.030260
153.325481	2.154828	0.030358
154.402878	2.154794	0.030460
155.480275	2.154761	0.030562
156.557639	2.154732	0.030662
157.635007	2.154707	0.030766
158.712346	2.154656	0.030872
159.789663	2.154629	0.030970
160.866975	2.154582	0.031070
161.944245	2.154566	0.031178
163.021541	2.154592	0.031286
164.098837	2.154534	0.031386
165.176075	2.154491	0.031490
166.253328	2.154480	0.031600
167.330555	2.154443	0.031710
168.407771	2.154400	0.031818
169.484955	2.154376	0.031926
170.562147	2.154350	0.032038
171.639305	2.154303	0.032150
172.716450	2.154262	0.032260
173.793567	2.154236	0.032370
174.870686	2.154212	0.032480
175.947779	2.154177	0.032594
177.024863	2.154141	0.032710
178.101920	2.154115	0.032820
179.178978	2.154084	0.032932
180.256004	2.154053	0.033048
181.333031	2.154025	0.033162
182.410029	2.153989	0.033278
183.487020	2.153957	0.033396
184.563986	2.153931	0.033512
185.640951	2.153895	0.033630
186.717881	2.153865	0.033750
187.794816	2.153841	0.033872
188.871722	2.153803	0.033992
189.948619	2.153766	0.034118
191.025488	2.153720	0.034232
192.102339	2.153706	0.034346
193.179194	2.153697	0.034480
194.256036	2.153657	0.034604
195.332851	2.153615	0.034726
196.409651	2.153583	0.034850
197.486434	2.153554	0.034976
198.563205	2.153509	0.035102
199.639943	2.153466	0.035234
200.716671	2.153440	0.035366
201.793383	2.153359	0.035494
202.870030	2.153259	0.035620
203.946642	2.153240	0.035752
205.023270	2.153213	0.035876
206.099855	2.153172	0.036006
207.176442	2.153146	0.036148
208.253001	2.153115	0.036282
209.329557	2.153075	0.036410
210.406076	2.153047	0.036548
211.482604	2.152995	0.036688
212.559071	2.152937	0.036826
213.635541	2.152708	0.036970
214.711779	2.152505	0.037066
215.788046	2.152469	0.037180
216.864248	2.152365	0.037300
217.940411	2.152317	0.037406
219.016565	2.152307	0.037506
220.092718	2.152272	0.037600
221.168837	2.152260	0.037702
222.244978	2.152239	0.037804
223.321076	2.152193	0.037904
224.397171	2.152140	0.038006
225.473216	2.152121	0.038108
226.549292	2.152100	0.038212
227.625316	2.152032	0.038316
228.701324	2.151972	0.038416
229.777288	2.151929	0.038508
230.853253	2.151895	0.038606
231.929183	2.151862	0.038702
233.005115	2.151841	0.038802
234.081024	2.151814	0.038896
235.156929	2.151783	0.038994
236.232807	2.151763	0.039098
237.308692	2.151742	0.039192
238.384549	2.151716	0.039290
239.460408	2.151703	0.039388
240.536252	2.151690	0.039488
241.612098	2.151665	0.039584
242.687917	2.151631	0.039682
243.763729	2.151608	0.039782
244.839525	2.151604	0.039878
245.915333	2.151592	0.039978
246.991117	2.151588	0.040090
248.066921	2.151573	0.040194
249.142690	2.151523	0.040288
250.218444	2.151520	0.040384
251.294210	2.151528	0.040484
252.369972	2.151516	0.040592
253.445726	2.151495	0.040696
254.521467	2.151472	0.040794
255.597198	2.151475	0.040896
256.672942	2.151457	0.041000
257.748655	2.151431	0.041110
258.824373	2.151413	0.041214
259.900068	2.151399	0.041316
260.975772	2.151386	0.041424
262.051454	2.151356	0.041532
263.127128	2.151329	0.041636
264.202783	2.151311	0.041738
265.278439	2.151283	0.041846
266.354066	2.151266	0.041952
267.429705	2.151249	0.042062
268.505315	2.151235	0.042174
269.580940	2.151190	0.042280
270.656505	2.151112	0.042382
271.732052	2.151066	0.042496
272.807571	2.151022	0.042614
273.883074	2.150997	0.042720
274.958568	2.150968	0.042824
276.034042	2.150967	0.042936
277.109535	2.150965	0.043050
278.185007	2.150954	0.043162
279.260489	2.150933	0.043262
280.335940	2.150858	0.043364
281.411347	2.150831	0.043474
282.486771	2.150823	0.043582
283.562170	2.150788	0.043688
284.637559	2.150781	0.043794
285.712951	2.150784	0.043902
286.788343	2.150773	0.044002
287.863724	2.150753	0.044108
288.939096	2.150738	0.044216
290.014462	2.150729	0.044320
291.089825	2.150705	0.044430
292.165167	2.150700	0.044538
293.240525	2.150695	0.044642
294.315862	2.150665	0.044752
295.391190	2.150652	0.044860
296.466514	2.150643	0.044968
297.541833	2.150619	0.045074
298.617133	2.150592	0.045182
299.692425	2.150560	0.045294
300.767693	2.150565	0.045406
301.842990	2.150555	0.045516
302.918248	2.150529	0.045624
303.993519	2.150542	0.045738
305.068790	2.150542	0.045852
306.144061	2.150510	0.045958
307.219300	2.150364	0.046064
308.294425	2.150231	0.046166
309.369531	2.150233	0.046270
310.444658	2.150248	0.046376
311.519779	2.150216	0.046482
312.594874	2.150201	0.046584
