#Creator: pendulumviewEventBuffer
#Creation time: Sat Apr 16 16:43:29 2011
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
11.836	443	11.861	473
11.887	430	11.912	458
11.938	419	11.962	453
11.988	413	12.014	448
12.039	418	12.064	453
12.089	421	12.115	466
12.141	434	12.165	483
12.191	454	12.216	505
12.242	479	12.266	532
12.292	501	12.318	559
12.343	524	12.368	590
12.393	554	12.419	621
12.445	582	12.469	649
12.495	606	12.520	671
12.546	628	12.571	698
12.596	647	12.622	704
12.647	655	12.672	716
12.698	655	12.723	717
12.749	659	12.773	712
12.799	652	12.825	698
12.850	639	12.875	686
12.900	619	12.926	663
12.952	598	12.976	638
13.002	575	13.027	607
13.053	547	13.077	575
13.103	517	13.129	545
13.154	489	13.179	517
13.204	463	13.230	501
13.256	446	13.280	470
13.306	430	13.331	461
13.357	420	13.382	455
13.407	413	13.433	451
13.458	416	13.483	457
13.509	422	13.534	468
13.560	432	13.584	485
13.610	455	13.636	508
13.661	479	13.686	533
13.711	503	13.737	566
13.763	529	13.787	588
13.813	559	13.838	620
13.864	584	13.888	650
13.914	606	13.940	670
13.965	627	13.991	692
14.015	644	14.041	708
14.067	652	14.092	714
14.117	658	14.142	715
14.168	658	14.194	712
14.218	646	14.244	698
14.269	631	14.295	680
14.320	611	14.345	660
14.371	596	14.396	632
14.421	577	14.447	604
14.472	543	14.498	577
14.522	515	14.548	544
14.574	488	14.599	522
14.624	463	14.649	497
14.675	446	14.701	475
14.725	430	14.751	456
14.776	420	14.802	452
14.826	417	14.852	454
14.878	420	14.903	467
14.928	427	14.953	472
14.979	438	15.005	490
15.029	459	15.055	512
15.080	478	15.106	546
15.131	505	15.156	568
15.182	531	15.207	596
15.232	558	15.258	620
15.283	585	15.309	650
15.333	608	15.359	673
15.385	627	15.410	690
15.435	644	15.460	705
15.486	654	15.512	713
15.536	665	15.562	708
15.587	653	15.613	706
15.637	647	15.663	693
15.689	628	15.714	676
15.739	607	15.764	654
15.790	585	15.816	628
15.840	571	15.866	602
15.891	539	15.917	572
15.942	515	15.967	543
15.993	486	16.018	523
16.043	463	16.069	492
16.094	443	16.120	475
16.144	434	16.170	463
16.196	419	16.221	454
16.246	418	16.271	456
16.297	420	16.323	462
16.347	428	16.373	475
16.398	447	16.424	492
16.448	457	16.474	515
16.500	484	16.525	539
16.550	509	16.575	568
16.601	533	16.627	595
16.651	563	16.677	626
16.702	587	16.728	650
16.753	608	16.778	676
16.804	623	16.829	685
16.854	642	16.880	708
16.905	653	16.931	708
16.955	654	16.981	709
17.007	652	17.032	702
17.057	647	17.082	687
17.108	628	17.134	674
17.158	609	17.184	651
17.209	589	17.235	625
17.259	561	17.285	591
17.311	532	17.336	570
17.361	509	17.386	544
17.412	486	17.438	518
17.462	462	17.488	494
17.513	443	17.539	479
17.564	432	17.589	467
17.615	422	17.640	459
17.666	417	17.691	459
17.716	422	17.742	464
17.767	431	17.792	476
17.818	440	17.843	495
17.869	457	17.893	517
17.919	481	17.945	542
17.970	510	17.995	570
18.020	536	18.046	597
18.072	561	18.096	623
18.122	586	18.147	649
18.173	609	18.197	671
18.223	628	18.249	687
18.274	642	18.299	702
18.324	649	18.350	707
18.376	650	18.400	712
18.426	652	18.451	699
18.477	638	18.502	688
18.527	628	18.553	671
18.578	605	18.603	650
18.629	581	18.654	625
18.680	558	18.704	596
18.730	534	18.756	568
18.781	506	18.806	542
18.831	481	18.857	520
18.883	463	18.907	492
18.933	443	18.958	473
18.984	429	19.008	460
19.034	422	19.060	460
19.085	420	19.110	462
19.135	424	19.161	467
19.187	431	19.211	480
19.237	441	19.262	497
19.288	467	19.313	519
19.338	488	19.364	541
19.389	513	19.414	571
19.440	539	19.465	595
19.491	564	19.515	629
19.541	588	19.567	646
19.592	610	19.617	672
19.642	628	19.668	686
19.694	639	19.718	697
19.744	648	19.769	708
19.795	649	19.819	703
19.845	645	19.871	697
19.896	632	19.921	685
19.946	621	19.972	667
19.998	603	20.022	649
20.048	584	20.073	620
20.099	555	20.124	598
20.149	530	20.175	567
20.200	505	20.225	537
20.251	480	20.276	513
20.302	459	20.326	497
20.352	442	20.378	475
20.403	430	20.428	464
20.453	424	20.479	465
20.505	421	20.529	462
20.555	425	20.580	469
20.606	436	20.630	483
20.656	449	20.682	498
20.707	469	20.733	522
20.757	492	20.783	546
20.809	505	20.834	572
20.859	540	20.884	601
20.910	567	20.936	625
20.960	596	20.986	643
21.011	611	21.037	664
21.062	626	21.087	689
21.113	639	21.138	700
21.163	645	21.189	702
21.214	645	21.240	702
21.264	642	21.290	695
21.316	631	21.341	683
21.366	617	21.391	663
21.417	597	21.443	643
21.467	577	21.493	619
21.518	549	21.544	589
21.568	526	21.594	572
21.620	500	21.645	535
21.670	478	21.695	511
21.721	457	21.747	499
21.771	440	21.797	468
21.822	430	21.848	471
21.873	424	21.898	467
21.924	423	21.949	466
21.974	428	22.000	471
22.025	436	22.051	484
22.075	451	22.101	496
22.127	468	22.152	523
22.177	494	22.202	549
22.228	519	22.254	577
22.278	546	22.304	602
22.329	569	22.355	627
22.379	590	22.405	652
22.431	611	22.456	673
22.481	628	22.506	686
22.532	637	22.558	694
22.582	638	22.608	699
22.633	645	22.659	698
22.684	640	22.709	692
22.735	628	22.760	679
22.785	615	22.811	662
22.836	593	22.862	639
22.886	563	22.912	610
22.938	548	22.963	592
22.988	522	23.013	563
23.039	495	23.065	533
23.089	475	23.115	514
23.140	456	23.166	489
23.190	442	23.216	480
23.242	430	23.267	467
23.292	425	23.317	459
23.343	424	23.369	462
23.393	429	23.419	473
23.444	441	23.470	486
23.495	451	23.520	505
23.546	475	23.571	526
23.596	492	23.622	552
23.647	515	23.673	577
23.697	544	23.723	602
23.749	566	23.774	628
23.799	594	23.824	652
23.850	609	23.876	668
23.900	624	23.926	685
23.951	635	23.977	696
24.002	641	24.027	704
24.053	642	24.078	695
24.103	637	24.128	691
24.154	625	24.180	676
24.204	605	24.230	658
24.255	588	24.281	637
24.306	569	24.331	612
24.357	546	24.382	588
24.407	520	24.433	561
24.458	495	24.484	542
24.508	475	24.534	513
24.560	459	24.585	494
24.610	440	24.635	479
24.661	434	24.687	467
24.711	423	24.737	467
24.762	419	24.788	467
24.813	435	24.838	475
24.864	441	24.889	489
24.914	457	24.939	507
24.965	474	24.991	528
25.015	495	25.041	552
25.066	524	25.092	579
25.117	552	25.142	604
25.168	571	25.193	630
25.219	590	25.244	651
25.269	609	25.295	664
25.320	625	25.345	684
25.371	635	25.396	694
25.422	639	25.446	702
25.472	639	25.498	695
25.523	632	25.548	684
25.573	618	25.599	673
25.625	605	25.649	659
25.675	586	25.700	634
25.726	554	25.750	608
25.776	534	25.802	583
25.827	514	25.852	558
25.877	491	25.903	534
25.929	472	25.953	511
25.979	451	26.004	496
26.030	444	26.055	482
26.080	431	26.106	467
26.131	424	26.156	463
26.182	428	26.207	475
26.233	434	26.257	472
26.283	446	26.309	490
26.334	460	26.359	509
26.384	476	26.410	531
26.436	501	26.460	553
26.486	528	26.511	583
26.537	548	26.562	605
26.587	570	26.613	632
26.638	591	26.663	653
26.688	608	26.714	668
26.740	623	26.764	682
26.790	631	26.815	686
26.841	640	26.866	695
26.891	634	26.917	691
26.942	629	26.967	683
26.993	620	27.018	670
27.044	604	27.068	652
27.094	579	27.120	631
27.145	559	27.170	605
27.195	540	27.221	582
27.247	514	27.271	554
27.297	494	27.322	530
27.348	473	27.373	512
27.398	455	27.424	488
27.449	442	27.474	482
27.499	433	27.525	466
27.551	428	27.575	465
27.601	430	27.626	468
27.652	436	27.677	477
27.702	447	27.728	492
27.753	468	27.778	509
27.804	477	27.829	534
27.855	512	27.879	559
27.905	527	27.931	582
27.956	551	27.981	608
28.006	570	28.032	625
28.058	594	28.082	652
28.108	607	28.133	670
28.159	621	28.184	684
28.209	630	28.235	691
28.260	634	28.286	691
28.310	633	28.336	687
28.362	625	28.387	685
28.412	614	28.437	666
28.463	592	28.489	651
28.513	573	28.539	630
28.564	557	28.590	603
28.615	537	28.640	578
28.666	516	28.691	554
28.716	491	28.742	531
28.767	470	28.793	511
28.817	452	28.843	491
28.869	441	28.894	478
28.919	433	28.944	471
28.970	430	28.996	471
29.020	432	29.046	471
29.071	442	29.097	490
29.122	450	29.147	495
29.173	461	29.198	514
29.223	490	29.248	534
29.274	496	29.300	563
29.324	529	29.350	584
29.375	554	29.401	609
29.426	571	29.451	633
29.477	590	29.502	651
29.527	607	29.553	669
29.578	619	29.604	687
29.628	629	29.654	689
29.680	635	29.705	692
29.730	629	29.755	685
29.781	622	29.807	678
29.831	613	29.857	663
29.882	597	29.908	645
29.933	574	29.958	624
29.984	552	30.009	600
30.034	536	30.059	575
30.085	506	30.111	553
30.135	488	30.161	531
30.186	470	30.212	507
30.237	455	30.262	495
30.288	443	30.313	478
30.338	436	30.364	473
30.389	430	30.415	467
30.439	434	30.465	479
30.491	441	30.516	481
30.541	448	30.566	497
30.592	466	30.618	513
30.642	483	30.668	538
30.693	502	30.719	560
30.744	530	30.769	586
30.795	552	30.820	610
30.845	573	30.870	632
30.896	591	30.922	653
30.946	608	30.972	672
30.997	619	31.023	678
31.048	626	31.073	695
31.099	628	31.124	688
31.149	632	31.175	692
31.200	622	31.226	676
31.250	608	31.276	661
31.302	591	31.327	646
31.352	573	31.377	620
31.403	555	31.429	600
31.453	530	31.479	573
31.504	510	31.530	550
31.555	485	31.580	524
31.606	470	31.631	509
31.656	454	31.682	490
31.707	444	31.733	481
31.757	438	31.783	468
31.808	434	31.834	468
31.859	435	31.884	468
31.910	441	31.935	485
31.961	453	31.986	498
32.011	468	32.037	519
32.062	483	32.087	538
32.113	508	32.138	564
32.164	531	32.188	587
32.214	551	32.240	610
32.265	570	32.290	635
32.315	591	32.341	654
32.367	606	32.391	667
32.417	619	32.442	680
32.468	624	32.493	691
32.518	627	32.544	685
32.569	624	32.594	681
32.619	618	32.645	672
32.671	606	32.695	658
32.721	591	32.746	636
32.772	573	32.797	618
32.822	551	32.848	595
32.873	530	32.898	569
32.924	511	32.949	547
32.975	488	32.999	530
33.025	471	33.051	506
33.076	451	33.101	490
33.126	445	33.152	480
33.178	437	33.202	470
33.228	434	33.253	468
33.279	437	33.304	477
33.329	438	33.355	491
33.380	457	33.405	504
33.430	474	33.456	528
33.482	490	33.506	542
33.532	512	33.557	564
33.583	536	33.608	590
33.633	554	33.659	613
33.684	572	33.709	634
33.735	590	33.760	655
33.786	606	33.810	666
33.836	616	33.862	681
33.887	623	33.912	690
33.937	626	33.963	684
33.989	626	34.013	679
34.039	616	34.064	669
34.090	597	34.115	655
34.140	587	34.166	637
34.191	574	34.216	615
34.242	550	34.267	592
34.293	522	34.317	562
34.343	507	34.368	544
34.394	490	34.419	524
34.444	469	34.470	515
34.495	455	34.520	492
34.546	446	34.571	480
34.597	443	34.621	474
34.647	436	34.673	475
34.698	448	34.723	481
34.748	447	34.774	491
34.800	462	34.824	509
34.850	475	34.875	527
34.901	489	34.926	546
34.951	513	34.977	565
35.002	529	35.028	592
35.053	558	35.078	618
35.104	573	35.129	635
35.154	588	35.179	656
35.205	605	35.231	666
35.255	616	35.281	679
35.306	623	35.332	683
35.357	624	35.382	685
35.408	620	35.433	675
35.458	612	35.484	668
35.509	606	35.535	651
35.559	586	35.585	634
35.611	566	35.636	612
35.661	547	35.686	589
35.712	520	35.738	569
35.762	508	35.788	543
35.813	489	35.839	526
35.864	470	35.889	506
35.915	455	35.940	486
35.965	443	35.990	476
36.016	440	36.042	476
36.066	437	36.092	472
36.117	441	36.143	482
36.168	451	36.193	486
36.219	463	36.244	509
36.269	479	36.295	529
36.320	495	36.346	549
36.370	518	36.396	573
36.422	538	36.447	594
36.472	554	36.497	620
36.523	577	36.549	638
36.573	591	36.599	656
36.624	605	36.650	670
36.675	615	36.700	674
36.726	619	36.751	679
36.776	621	36.802	680
36.827	623	36.853	673
36.877	611	36.903	663
36.928	597	36.954	648
36.979	583	37.004	630
37.030	563	37.055	608
37.080	547	37.106	587
37.131	525	37.157	563
37.181	504	37.207	541
37.233	480	37.258	520
37.283	469	37.308	502
37.334	456	37.360	499
37.384	449	37.410	482
37.435	442	37.461	484
37.486	438	37.511	476
37.537	444	37.562	485
37.587	452	37.613	500
37.638	465	37.664	512
37.688	475	37.714	531
37.739	498	37.765	553
37.790	517	37.815	574
37.841	539	37.866	597
37.891	560	37.917	619
37.942	574	37.968	640
37.992	591	38.018	657
38.044	603	38.069	668
38.094	613	38.119	675
38.145	618	38.171	678
38.195	619	38.221	680
38.246	616	38.272	668
38.297	606	38.322	659
38.348	597	38.373	649
38.398	580	38.424	627
38.449	553	38.475	605
38.499	544	38.525	585
38.550	528	38.576	560
38.601	504	38.626	541
38.652	486	38.677	520
38.702	467	38.728	501
38.753	452	38.779	495
38.803	448	38.829	485
38.855	443	38.880	482
38.905	440	38.930	476
38.956	446	38.982	482
39.006	454	39.032	499
39.057	465	39.083	513
39.108	482	39.133	533
39.159	499	39.184	554
39.209	516	39.235	576
39.260	540	39.286	598
39.310	560	39.336	621
39.362	571	39.387	639
39.412	592	39.437	654
39.463	604	39.488	667
39.513	612	39.539	674
39.564	617	39.590	677
39.614	617	39.640	676
39.666	614	39.691	665
39.716	604	39.741	657
39.767	593	39.793	642
39.817	580	39.843	623
39.868	555	39.894	604
39.919	542	39.944	580
39.970	522	39.995	558
40.020	505	40.046	537
40.071	491	40.097	521
40.121	470	40.147	503
40.173	457	40.198	492
40.223	445	40.248	489
40.274	443	40.299	487
40.324	443	40.350	483
40.375	447	40.401	491
40.425	455	40.451	502
40.477	467	40.502	518
40.527	485	40.552	536
40.578	497	40.604	557
40.628	508	40.654	578
40.679	537	40.705	601
40.730	557	40.755	620
40.781	571	40.806	639
40.831	591	40.857	654
40.882	603	40.908	669
40.932	613	40.958	673
40.984	615	41.009	676
41.034	617	41.059	676
41.085	612	41.110	668
41.135	605	41.161	657
41.186	595	41.212	639
41.236	576	41.262	619
41.288	554	41.313	596
41.338	544	41.363	578
41.389	523	41.415	561
41.439	504	41.465	538
41.490	484	41.516	518
41.541	469	41.566	501
41.592	455	41.617	494
41.642	449	41.668	487
41.693	444	41.719	492
41.743	440	41.769	490
41.795	449	41.820	491
41.845	455	41.870	507
41.896	469	41.922	521
41.946	482	41.972	538
41.997	499	42.023	558
42.047	519	42.073	582
42.099	537	42.124	602
42.149	560	42.174	620
42.200	576	42.226	634
42.250	590	42.276	654
42.301	601	42.327	667
42.352	611	42.377	665
42.403	614	42.428	681
42.453	615	42.479	670
42.504	611	42.530	657
42.554	602	42.580	652
42.606	593	42.631	635
42.656	577	42.681	616
42.707	555	42.733	596
42.757	540	42.783	576
42.808	523	42.834	555
42.858	502	42.884	535
42.910	483	42.935	519
42.960	469	42.985	503
43.011	457	43.037	492
43.061	447	43.087	486
43.112	446	43.138	485
43.163	448	43.188	489
43.214	451	43.239	495
43.264	459	43.290	508
43.315	470	43.341	523
43.365	488	43.391	543
43.417	503	43.442	561
43.467	518	43.492	581
43.518	534	43.544	603
43.568	564	43.594	623
43.619	575	43.645	642
43.669	592	43.695	657
43.721	602	43.746	668
43.771	609	43.796	668
43.822	613	43.848	669
43.872	611	43.898	670
43.923	605	43.949	666
43.974	597	43.999	648
44.025	587	44.050	629
44.075	575	44.101	614
44.126	556	44.152	595
44.176	530	44.202	574
44.228	520	44.253	552
44.278	498	44.303	537
44.329	482	44.355	512
44.379	468	44.405	502
44.430	458	44.456	496
44.480	450	44.506	487
44.532	446	44.557	486
44.583	447	44.607	491
44.633	455	44.659	497
44.684	458	44.709	511
44.734	473	44.760	526
44.786	490	44.810	544
44.836	504	44.861	563
44.887	524	44.912	584
44.937	543	44.963	603
44.988	561	45.013	623
45.039	574	45.064	638
45.090	591	45.114	650
45.140	603	45.166	658
45.191	609	45.216	670
45.241	613	45.267	663
45.293	605	45.317	665
45.343	611	45.368	657
45.394	595	45.418	644
45.444	589	45.470	630
45.495	568	45.520	614
45.545	547	45.571	591
45.597	533	45.621	566
45.647	512	45.672	552
45.698	499	45.723	532
45.748	481	45.774	516
45.799	467	45.824	498
45.850	457	45.875	494
45.901	450	45.925	497
45.951	441	45.977	487
46.002	449	46.027	493
46.052	453	46.078	504
46.104	460	46.128	511
46.154	477	46.179	529
46.205	486	46.229	545
46.255	505	46.281	567
46.306	519	46.331	585
46.356	545	46.382	605
46.408	562	46.432	622
46.458	578	46.483	637
46.509	589	46.534	652
46.559	600	46.585	656
46.610	608	46.635	672
46.661	610	46.686	666
46.712	610	46.736	661
46.762	606	46.788	653
46.813	601	46.838	644
46.863	585	46.889	626
46.915	568	46.939	607
46.965	547	46.990	589
47.016	530	47.040	572
47.066	518	47.092	549
47.117	497	47.142	532
47.167	487	47.193	520
47.219	468	47.243	509
47.269	458	47.294	497
47.320	450	47.345	489
47.370	447	47.396	499
47.421	449	47.446	495
47.472	458	47.497	503
47.523	464	47.548	521
47.573	475	47.599	531
47.624	490	47.650	547
47.674	519	47.700	568
47.726	522	47.751	587
47.776	544	47.801	605
47.827	559	47.853	619
47.877	579	47.903	637
47.928	592	47.954	650
47.978	602	48.004	660
48.030	608	48.055	657
48.080	610	48.105	657
48.131	609	48.157	661
48.181	606	48.207	655
48.232	595	48.258	639
48.283	579	48.308	623
48.334	571	48.359	606
48.384	547	48.410	588
48.435	531	48.461	569
48.485	514	48.511	548
48.537	496	48.562	531
48.587	479	48.612	520
48.638	465	48.664	511
48.688	457	48.714	494
48.739	453	48.765	498
48.789	450	48.815	493
48.841	452	48.866	498
48.891	457	48.916	507
48.942	472	48.968	519
48.992	473	49.018	533
49.043	493	49.069	551
49.094	509	49.119	567
49.145	538	49.170	588
49.195	547	49.221	603
49.246	564	49.272	621
49.296	580	49.322	640
49.348	592	49.373	650
49.398	600	49.423	653
49.449	607	49.475	660
49.499	608	49.525	657
49.550	607	49.576	657
49.600	600	49.626	648
49.652	591	49.677	636
49.702	572	49.727	622
49.753	563	49.779	603
49.803	547	49.829	584
49.854	527	49.880	566
49.905	509	49.930	549
49.956	494	49.981	529
50.006	480	50.032	527
50.057	468	50.083	503
50.107	454	50.133	500
50.159	455	50.184	492
50.209	450	50.234	498
50.260	452	50.286	504
50.310	461	50.336	508
50.361	467	50.387	522
50.411	482	50.437	536
50.463	496	50.488	550
50.513	510	50.538	570
50.564	530	50.590	594
50.614	550	50.640	604
50.665	566	50.691	624
50.716	577	50.741	639
50.767	594	50.792	645
50.818	597	50.843	654
50.868	606	50.894	662
50.919	608	50.944	658
50.970	606	50.995	654
51.021	600	51.045	647
51.071	584	51.097	634
51.122	570	51.147	619
51.172	567	51.198	607
51.224	541	51.248	583
51.274	527	51.299	565
51.325	509	51.349	546
51.375	493	51.401	531
51.426	478	51.451	522
51.476	467	51.502	507
51.528	459	51.552	503
51.578	454	51.603	493
51.629	453	51.654	494
51.679	455	51.705	500
51.730	463	51.755	510
51.781	474	51.806	522
51.832	482	51.856	538
51.882	498	51.908	554
51.933	517	51.958	573
51.983	534	52.009	591
52.035	551	52.059	609
52.085	566	52.110	623
52.136	581	52.160	636
52.186	592	52.212	648
52.237	597	52.262	648
52.287	606	52.313	653
52.339	608	52.363	655
52.389	603	52.414	652
52.440	593	52.465	638
52.490	587	52.516	631
52.541	568	52.566	622
52.592	557	52.617	599
52.643	546	52.667	589
52.693	524	52.719	564
52.744	508	52.769	549
52.794	492	52.820	529
52.846	475	52.870	518
52.896	466	52.921	506
52.947	458	52.971	508
52.997	453	53.023	496
53.048	453	53.073	499
53.098	457	53.124	504
53.150	465	53.174	510
53.200	475	53.225	526
53.251	481	53.276	538
53.301	504	53.327	554
53.352	519	53.377	577
53.403	541	53.428	593
53.454	553	53.478	610
53.504	568	53.530	627
53.555	581	53.580	629
53.605	589	53.631	646
53.657	601	53.681	653
53.707	605	53.732	655
53.758	605	53.782	654
53.808	602	53.834	655
53.859	592	53.885	641
53.909	585	53.935	627
53.961	568	53.986	614
54.011	563	54.036	594
54.062	541	54.088	576
54.112	519	54.138	564
54.163	506	54.189	545
54.214	493	54.239	531
54.265	479	54.290	517
54.315	465	54.341	510
54.366	461	54.392	501
54.416	455	54.442	499
54.468	455	54.493	501
54.518	455	54.543	507
54.569	463	54.595	516
54.619	470	54.645	528
54.670	490	54.696	542
54.720	504	54.746	558
54.772	525	54.797	573
54.822	537	54.847	591
54.873	554	54.899	607
54.923	566	54.949	629
54.974	582	55.000	642
55.025	592	55.050	641
55.076	599	55.101	654
55.126	604	55.152	654
55.177	602	55.203	654
55.227	601	55.253	646
55.279	592	55.304	640
55.329	588	55.354	627
55.380	569	55.406	612
55.430	552	55.456	594
55.481	539	55.507	579
55.531	521	55.557	558
55.583	504	55.608	539
55.633	490	55.658	535
55.684	476	55.710	521
55.734	463	55.760	508
55.785	460	55.811	502
55.836	457	55.861	500
55.887	454	55.912	502
55.937	458	55.963	508
55.988	457	56.014	516
56.038	473	56.064	529
56.090	494	56.115	543
56.140	511	56.165	558
56.191	524	56.217	573
56.241	540	56.267	595
56.292	555	56.318	615
56.342	571	56.368	624
56.394	582	56.419	639
56.444	594	56.469	652
56.495	598	56.521	654
56.545	601	56.571	655
56.596	600	56.622	652
56.647	594	56.672	645
56.698	591	56.723	635
56.748	584	56.774	624
56.799	568	56.825	610
56.849	553	56.875	590
56.901	534	56.926	577
56.951	518	56.976	563
57.002	503	57.028	543
57.052	490	57.078	530
57.103	476	57.129	520
57.154	467	57.179	512
57.205	461	57.230	503
57.255	464	57.280	500
57.306	456	57.332	504
57.356	465	57.382	509
57.407	472	57.433	519
57.458	475	57.483	530
57.509	496	57.534	546
57.559	506	57.585	560
57.610	526	57.636	578
57.660	542	57.686	594
57.712	557	57.737	613
57.762	569	57.787	633
57.813	583	57.839	633
57.863	591	57.889	643
57.914	600	57.940	652
57.965	601	57.990	653
58.016	600	58.041	650
58.066	596	58.091	644
58.117	583	58.143	636
58.167	582	58.193	622
58.218	561	58.244	609
58.269	542	58.294	593
58.320	536	58.345	575
58.371	518	58.396	557
58.421	510	58.447	542
