#Creator: pendulumviewEventBuffer
#Creation time: Sat Apr 16 16:43:29 2011
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
5.500	642	5.525	461
5.550	653	5.575	460
5.601	653	5.627	460
5.651	654	5.677	468
5.702	632	5.728	485
5.752	611	5.778	506
5.804	586	5.829	523
5.854	563	5.879	556
5.905	532	5.931	586
5.955	507	5.981	603
6.006	483	6.032	634
6.057	457	6.082	660
6.108	438	6.133	675
6.158	425	6.184	684
6.209	417	6.235	690
6.259	416	6.285	692
6.311	420	6.336	682
6.361	427	6.386	670
6.412	446	6.438	658
6.462	466	6.488	629
6.513	494	6.539	603
6.563	522	6.589	577
6.615	551	6.640	547
6.665	574	6.690	523
6.716	600	6.742	505
6.766	621	6.792	484
6.817	637	6.843	472
6.869	648	6.893	456
6.919	652	6.944	454
6.970	652	6.995	461
7.020	636	7.046	474
7.071	630	7.096	484
7.122	608	7.147	512
7.173	590	7.197	532
7.223	561	7.249	563
7.274	534	7.299	589
7.324	504	7.350	615
7.376	477	7.400	643
7.426	455	7.451	658
7.477	435	7.501	674
7.527	426	7.553	688
7.578	415	7.603	688
7.628	414	7.654	687
7.680	421	7.704	677
7.730	432	7.755	662
7.781	448	7.806	646
7.831	471	7.857	623
7.882	494	7.907	596
7.933	526	7.958	568
7.984	551	8.008	544
8.034	578	8.060	510
8.085	602	8.110	497
8.135	618	8.161	481
8.187	637	8.211	469
8.237	650	8.262	462
8.288	648	8.312	465
8.338	649	8.364	468
8.389	637	8.414	475
8.439	624	8.465	498
8.491	605	8.515	518
8.541	589	8.566	543
8.592	554	8.617	565
8.642	524	8.668	594
8.693	505	8.718	620
8.744	469	8.769	643
8.795	459	8.819	662
8.845	432	8.871	682
8.896	419	8.921	684
8.946	414	8.972	690
8.998	418	9.022	684
9.048	423	9.073	672
9.099	433	9.123	660
9.149	453	9.175	644
9.200	472	9.225	614
9.250	500	9.276	591
9.302	527	9.326	566
9.352	551	9.377	538
9.403	580	9.428	517
9.453	608	9.479	495
9.504	623	9.529	479
9.555	636	9.580	468
9.606	643	9.630	464
9.656	646	9.682	465
9.707	647	9.732	471
9.757	633	9.783	488
9.809	620	9.833	498
9.859	600	9.884	518
9.910	576	9.934	549
9.960	548	9.986	578
10.011	522	10.037	601
10.061	492	10.087	626
10.113	471	10.138	646
10.163	450	10.188	665
10.214	440	10.240	677
10.264	422	10.290	685
10.315	417	10.341	684
10.366	413	10.391	680
10.417	424	10.442	669
10.467	436	10.493	654
10.518	459	10.544	635
10.568	479	10.594	611
10.620	504	10.645	579
10.670	530	10.695	563
10.721	560	10.747	533
10.771	583	10.797	509
10.822	604	10.848	489
10.872	624	10.898	477
10.924	637	10.949	468
10.974	648	10.999	464
11.025	649	11.051	469
11.075	645	11.101	476
11.126	632	11.152	491
11.177	620	11.202	509
11.228	595	11.253	537
11.278	572	11.304	556
11.329	547	11.355	583
11.379	518	11.405	602
11.431	493	11.456	623
11.481	470	11.506	646
11.532	449	11.558	664
11.582	439	11.608	680
11.633	423	11.659	686
11.683	420	11.709	683
11.735	422	11.760	677
11.785	427	11.810	667
11.836	447	11.862	649
11.886	455	11.912	626
11.937	478	11.963	606
11.988	503	12.013	587
12.039	532	12.064	554
12.089	559	12.115	527
12.140	584	12.166	509
12.190	606	12.216	485
12.242	624	12.267	473
12.292	636	12.317	475
12.343	640	12.369	464
12.393	645	12.419	468
12.444	638	12.470	480
12.494	626	12.520	494
12.546	607	12.571	515
12.596	600	12.621	537
12.647	558	12.673	563
12.697	549	12.723	581
12.748	517	12.774	611
12.799	481	12.824	635
12.850	462	12.875	654
12.900	453	12.926	669
12.951	433	12.977	677
13.001	421	13.027	686
13.053	422	13.078	685
13.103	425	13.128	663
13.154	431	13.180	663
13.204	451	13.230	643
13.255	465	13.281	622
13.306	487	13.331	599
13.357	507	13.382	573
13.407	543	13.432	547
13.458	561	13.484	524
13.508	592	13.534	504
13.559	604	13.585	485
13.610	625	13.635	476
13.661	635	13.686	461
13.711	641	13.737	470
13.762	642	13.788	483
13.812	637	13.838	491
13.864	623	13.889	493
13.914	607	13.939	522
13.965	586	13.991	536
14.015	558	14.041	569
14.066	538	14.092	594
14.117	512	14.142	618
14.168	490	14.193	640
14.218	462	14.243	655
14.269	448	14.295	672
14.319	429	14.345	681
14.370	421	14.396	684
14.421	426	14.446	681
14.472	427	14.497	683
14.523	436	14.548	660
14.573	445	14.599	641
14.624	468	14.649	615
14.675	492	14.700	593
14.726	517	14.750	573
14.776	541	14.802	539
14.827	565	14.852	520
14.877	591	14.903	499
14.929	609	14.953	485
14.979	627	15.004	474
15.030	635	15.054	469
15.080	644	15.106	468
15.131	637	15.156	476
15.181	636	15.207	488
15.233	620	15.257	504
15.283	601	15.308	526
15.334	580	15.359	561
15.384	559	15.410	574
15.435	531	15.460	599
15.486	509	15.511	621
15.537	485	15.561	642
15.587	466	15.613	662
15.638	446	15.663	675
15.688	435	15.714	679
15.740	426	15.764	682
15.790	420	15.815	680
15.841	438	15.866	672
15.891	433	15.917	657
15.942	464	15.967	635
15.992	470	16.018	617
16.044	496	16.068	582
16.094	521	16.119	567
16.145	545	16.170	548
16.195	570	16.221	514
16.246	591	16.271	506
16.297	609	16.322	483
16.348	623	16.372	473
16.398	637	16.424	468
16.449	636	16.474	471
16.499	635	16.525	480
16.551	620	16.575	491
16.601	602	16.626	509
16.652	595	16.677	529
16.702	576	16.728	554
16.753	553	16.778	579
16.803	527	16.829	608
16.855	504	16.879	626
16.905	482	16.930	647
16.956	461	16.981	666
17.006	446	17.032	676
17.057	435	17.082	689
17.108	429	17.133	682
17.159	433	17.183	673
17.209	432	17.235	660
17.260	447	17.285	652
17.310	459	17.336	631
17.362	486	17.386	611
17.412	503	17.437	584
17.463	527	17.488	559
17.513	548	17.539	534
17.564	571	17.590	514
17.614	590	17.640	497
17.666	610	17.691	478
17.716	622	17.741	473
17.767	630	17.793	468
17.817	634	17.843	474
17.868	631	17.894	479
17.919	622	17.944	494
17.970	610	17.995	514
18.020	595	18.046	533
18.071	569	18.097	558
18.121	546	18.147	588
18.173	525	18.198	607
18.223	503	18.248	630
18.274	475	18.300	651
18.324	459	18.350	666
18.375	449	18.401	683
18.426	436	18.451	682
18.477	432	18.502	679
18.527	432	18.552	677
18.578	438	18.604	670
18.628	450	18.654	647
18.679	467	18.705	632
18.730	484	18.755	604
18.781	508	18.806	577
18.831	525	18.857	555
18.882	552	18.908	530
18.932	582	18.958	510
18.984	601	19.009	493
19.034	616	19.059	480
19.085	621	19.111	473
19.135	633	19.161	470
19.186	630	19.212	474
19.237	626	19.262	476
19.288	617	19.313	496
19.338	603	19.363	520
19.389	586	19.415	536
19.439	567	19.465	563
19.490	544	19.516	591
19.541	519	19.566	613
19.592	496	19.617	635
19.642	478	19.668	657
19.693	469	19.719	668
19.743	445	19.769	677
19.795	436	19.820	682
19.845	435	19.870	680
19.896	435	19.922	674
19.946	443	19.972	662
19.997	453	20.023	644
20.048	469	20.073	622
20.099	489	20.124	604
20.149	511	20.174	576
20.200	533	20.226	545
20.250	548	20.276	525
20.301	576	20.327	504
20.352	594	20.377	491
20.403	614	20.428	479
20.453	620	20.479	475
20.504	629	20.530	471
20.554	630	20.580	476
20.606	624	20.631	482
20.656	614	20.681	497
20.707	598	20.733	519
20.757	583	20.783	543
20.808	561	20.834	567
20.859	538	20.884	589
20.910	515	20.935	609
20.960	494	20.986	636
21.011	473	21.037	647
21.061	460	21.087	669
21.112	445	21.138	678
21.163	436	21.188	682
21.214	439	21.239	679
21.265	442	21.290	672
21.315	440	21.341	657
21.366	459	21.391	640
21.417	478	21.442	620
21.468	492	21.492	597
21.518	515	21.544	572
21.569	546	21.594	548
21.619	561	21.645	515
21.671	580	21.695	505
21.721	598	21.746	490
21.772	608	21.797	475
21.822	622	21.848	478
21.873	625	21.898	472
21.923	617	21.949	477
21.975	619	21.999	484
22.025	610	22.050	505
22.076	593	22.101	527
22.126	586	22.152	545
22.177	553	22.202	572
22.228	537	22.253	596
22.279	508	22.303	619
22.329	493	22.355	638
22.380	471	22.405	651
22.430	459	22.456	674
22.482	446	22.506	680
22.532	439	22.557	686
22.583	440	22.608	670
22.633	442	22.659	670
22.684	456	22.709	656
22.734	463	22.760	639
22.786	479	22.810	616
22.836	502	22.861	592
22.887	528	22.912	574
22.937	541	22.963	543
22.988	564	23.013	522
23.039	584	23.064	505
23.090	602	23.114	490
23.140	612	23.166	481
23.191	620	23.216	476
23.241	623	23.267	474
23.293	627	23.317	486
23.343	614	23.368	486
23.394	603	23.419	503
23.444	587	23.470	528
23.495	572	23.520	553
23.546	552	23.571	579
23.597	521	23.621	598
23.647	507	23.672	621
23.698	489	23.723	643
23.748	465	23.774	658
23.799	461	23.824	671
23.850	444	23.875	674
23.901	443	23.925	682
23.951	437	23.977	678
24.002	446	24.027	678
24.052	456	24.078	648
24.104	469	24.128	634
24.154	484	24.179	614
24.205	507	24.230	589
24.255	525	24.281	564
24.306	550	24.332	541
24.357	565	24.382	521
24.408	588	24.433	501
24.458	608	24.483	488
24.509	611	24.535	478
24.559	621	24.585	474
24.610	623	24.636	475
24.661	618	24.686	481
24.712	611	24.737	498
24.762	599	24.788	503
24.813	582	24.839	533
24.863	565	24.889	553
24.915	544	24.940	577
24.965	519	24.990	604
25.016	503	25.042	624
25.066	481	25.092	642
25.117	469	25.143	660
25.168	460	25.193	672
25.219	449	25.244	678
25.269	443	25.294	678
25.320	445	25.346	670
25.370	453	25.396	663
25.421	460	25.447	644
25.472	477	25.497	632
25.523	492	25.548	607
25.573	511	25.599	583
25.624	533	25.650	565
25.674	558	25.700	537
25.726	572	25.751	518
25.776	588	25.801	505
25.827	604	25.853	488
25.877	611	25.903	478
25.928	615	25.954	469
25.979	620	26.004	478
26.030	612	26.055	486
26.080	607	26.106	501
26.131	589	26.157	515
26.181	577	26.207	533
26.232	560	26.258	557
26.283	537	26.308	585
26.334	517	26.359	606
26.384	498	26.410	625
26.435	480	26.461	646
26.485	465	26.511	654
26.537	453	26.562	671
26.587	443	26.612	674
26.638	441	26.664	676
26.688	441	26.714	674
26.739	451	26.765	659
26.790	472	26.815	645
26.841	485	26.866	628
26.891	498	26.917	605
26.942	518	26.968	587
26.992	536	27.018	556
27.043	558	27.069	537
27.094	577	27.119	519
27.145	593	27.170	504
27.195	604	27.221	478
27.246	614	27.272	472
27.296	620	27.322	475
27.348	617	27.373	479
27.398	611	27.423	490
27.449	605	27.475	502
27.499	583	27.525	517
27.550	575	27.576	540
27.601	556	27.626	562
27.652	541	27.677	592
27.702	511	27.728	607
27.753	491	27.779	631
27.803	477	27.829	648
27.854	464	27.880	660
27.905	452	27.930	674
27.956	448	27.981	677
28.006	444	28.032	667
28.057	449	28.083	673
28.107	449	28.133	663
28.159	468	28.184	640
28.209	489	28.234	623
28.260	507	28.286	602
28.310	524	28.336	580
28.361	539	28.387	556
28.412	560	28.437	534
28.463	570	28.488	516
28.513	594	28.539	499
28.564	606	28.590	489
28.614	614	28.640	480
28.666	617	28.691	482
28.716	616	28.741	482
28.767	610	28.792	494
28.817	600	28.843	514
28.868	585	28.894	523
28.918	568	28.944	544
28.970	551	28.995	564
29.020	532	29.045	589
29.071	511	29.097	610
29.121	485	29.147	630
29.172	473	29.198	647
29.223	460	29.248	661
29.274	458	29.299	670
29.324	443	29.350	676
29.375	447	29.401	670
29.425	452	29.451	664
29.477	460	29.502	651
29.527	473	29.552	637
29.578	488	29.603	614
29.628	508	29.654	599
29.679	523	29.705	574
29.729	546	29.755	549
29.781	568	29.806	533
29.831	583	29.856	514
29.882	599	29.908	500
29.932	607	29.958	489
29.983	614	30.009	483
30.034	624	30.059	482
30.085	617	30.110	489
30.135	605	30.161	496
30.186	594	30.212	508
30.236	580	30.262	526
30.288	564	30.313	546
30.338	546	30.363	568
30.389	523	30.414	591
30.439	506	30.465	606
30.490	487	30.516	634
30.540	476	30.566	649
30.592	459	30.617	661
30.642	454	30.667	669
30.693	448	30.719	674
30.743	448	30.769	668
30.794	456	30.820	661
30.845	461	30.870	649
30.896	481	30.921	632
30.946	492	30.972	623
30.997	511	31.023	597
31.047	530	31.073	574
31.099	550	31.124	550
31.149	569	31.174	532
31.200	586	31.226	508
31.250	598	31.276	507
31.301	608	31.327	491
31.351	616	31.377	484
31.403	621	31.428	486
31.453	611	31.478	495
31.504	605	31.530	501
31.554	591	31.580	515
31.605	576	31.631	533
31.656	554	31.681	552
31.707	539	31.732	573
31.757	522	31.783	595
31.808	501	31.834	614
31.858	483	31.884	635
31.910	469	31.935	649
31.960	458	31.985	659
32.011	450	32.037	668
32.061	448	32.087	668
32.112	446	32.138	661
32.162	456	32.188	657
32.214	468	32.239	646
32.264	487	32.289	629
32.315	496	32.341	611
32.365	520	32.391	589
32.416	533	32.442	565
32.467	553	32.492	547
32.518	573	32.543	528
32.568	588	32.594	512
32.619	601	32.645	500
32.669	610	32.695	492
32.721	614	32.746	489
32.771	615	32.796	487
32.822	612	32.848	496
32.872	601	32.898	505
32.923	589	32.949	524
32.973	572	32.999	538
33.025	557	33.050	557
33.075	535	33.100	579
33.126	521	33.152	597
33.176	497	33.202	617
33.227	480	33.253	635
33.278	472	33.303	649
33.329	456	33.354	661
33.379	452	33.405	668
33.430	448	33.456	666
33.480	449	33.506	655
33.532	458	33.557	647
33.582	470	33.607	641
33.633	483	33.659	624
33.683	502	33.709	611
33.734	521	33.760	595
33.784	537	33.810	565
33.836	559	33.861	546
33.887	575	33.911	528
33.937	596	33.963	511
33.988	604	34.013	499
34.038	617	34.064	492
34.090	616	34.114	490
34.140	619	34.165	492
34.191	608	34.216	497
34.241	600	34.267	503
34.292	585	34.317	527
34.343	569	34.368	541
34.394	551	34.418	568
34.444	533	34.470	582
34.495	512	34.520	601
34.545	495	34.571	621
34.597	474	34.621	636
34.647	465	34.672	648
34.698	454	34.722	662
34.748	451	34.774	664
34.799	448	34.824	663
34.849	461	34.875	656
34.901	465	34.925	649
34.951	474	34.976	638
35.002	489	35.027	619
35.052	504	35.078	601
35.103	526	35.128	577
35.154	543	35.179	553
35.205	559	35.229	548
35.255	579	35.281	528
35.306	594	35.331	510
35.356	607	35.382	500
35.408	610	35.432	493
35.458	614	35.483	489
35.509	604	35.533	496
35.559	602	35.585	502
35.610	598	35.635	514
35.660	579	35.686	529
35.712	568	35.736	545
35.762	549	35.787	561
35.813	528	35.838	588
35.863	509	35.889	606
35.914	491	35.939	622
35.965	475	35.990	638
36.016	461	36.040	648
36.066	455	36.092	655
36.117	449	36.142	662
36.167	452	36.193	660
36.219	453	36.243	650
36.269	463	36.294	646
36.320	472	36.344	632
36.370	488	36.396	615
36.421	516	36.446	599
36.471	526	36.497	577
36.523	546	36.547	558
36.573	565	36.598	544
36.624	582	36.649	524
36.674	595	36.700	511
36.725	606	36.750	509
36.776	611	36.801	493
36.827	614	36.852	496
36.877	615	36.903	497
36.928	604	36.954	505
36.978	596	37.004	520
37.030	582	37.055	534
37.080	568	37.105	551
37.131	543	37.157	569
37.181	524	37.207	588
37.232	512	37.258	605
37.282	483	37.308	623
37.334	474	37.359	638
37.384	465	37.409	649
37.435	455	37.461	658
37.485	451	37.511	657
37.536	452	37.562	666
37.587	456	37.612	648
37.638	466	37.663	638
37.688	479	37.714	619
37.739	494	37.765	611
37.789	511	37.815	592
37.841	534	37.866	574
37.891	550	37.916	554
37.942	569	37.968	538
37.992	582	38.018	521
38.043	605	38.069	510
38.093	607	38.119	502
38.145	614	38.170	497
38.195	614	38.220	495
38.246	613	38.272	500
38.296	602	38.322	510
38.347	589	38.373	530
38.398	576	38.423	537
38.449	559	38.474	558
38.499	541	38.525	574
38.550	521	38.576	592
38.600	502	38.626	609
38.652	492	38.677	626
38.702	472	38.727	636
38.753	454	38.779	649
38.803	453	38.829	655
38.854	452	38.880	657
38.904	453	38.930	649
38.956	458	38.981	648
39.006	471	39.031	629
39.057	482	39.083	622
39.107	497	39.133	614
39.158	516	39.184	586
39.209	528	39.234	572
39.260	553	39.285	550
39.310	574	39.336	535
39.361	586	39.387	521
39.411	594	39.437	509
39.463	606	39.488	502
39.513	612	39.538	499
39.564	613	39.590	500
39.614	611	39.640	505
39.665	598	39.691	515
39.715	588	39.741	527
39.767	572	39.792	544
39.817	555	39.842	565
39.868	539	39.894	579
39.918	513	39.944	597
39.969	501	39.995	609
40.020	485	40.045	627
40.071	467	40.096	638
40.122	461	40.147	646
40.172	453	40.198	654
40.223	455	40.248	656
40.274	454	40.299	651
40.325	457	40.349	644
40.375	470	40.401	633
40.426	483	40.451	618
40.476	499	40.502	602
40.528	514	40.552	580
40.578	541	40.603	566
40.629	555	40.653	548
40.679	572	40.705	528
40.730	588	40.755	512
40.780	593	40.806	511
40.832	608	40.856	502
40.882	610	40.907	500
40.933	611	40.958	501
40.983	606	41.009	508
41.034	603	41.059	519
41.085	591	41.110	532
41.136	575	41.160	547
41.186	553	41.212	566
41.237	533	41.262	581
41.287	515	41.313	602
41.339	497	41.363	618
41.389	481	41.414	629
41.440	470	41.464	639
41.490	460	41.516	648
41.541	454	41.566	655
41.591	453	41.617	649
41.643	449	41.667	648
41.693	463	41.718	641
41.744	474	41.769	628
41.794	485	41.820	613
41.845	498	41.870	599
41.896	526	41.921	580
41.947	534	41.971	560
41.997	556	42.023	542
42.048	575	42.073	523
42.098	589	42.124	515
42.150	592	42.174	509
42.200	608	42.225	506
42.251	611	42.275	502
42.301	609	42.327	510
42.352	607	42.377	511
42.402	596	42.428	523
42.454	583	42.478	538
42.504	570	42.529	552
42.555	554	42.580	570
42.605	528	42.631	587
42.656	512	42.681	604
42.707	495	42.732	618
42.758	477	42.782	632
42.808	468	42.834	644
42.859	460	42.884	650
42.909	452	42.935	655
42.961	453	42.985	652
43.011	457	43.036	647
43.062	466	43.086	633
43.112	481	43.138	617
43.163	491	43.189	605
43.213	506	43.239	591
43.265	521	43.290	574
43.315	542	43.340	557
43.366	554	43.392	541
43.416	576	43.442	528
43.467	588	43.493	520
43.518	605	43.543	513
43.569	606	43.594	505
43.619	611	43.645	503
43.670	607	43.696	509
43.720	605	43.746	515
43.772	593	43.797	531
43.822	580	43.847	547
43.873	565	43.899	563
43.923	548	43.949	570
43.974	530	44.000	591
44.024	507	44.050	603
44.076	495	44.101	624
44.126	481	44.151	635
44.177	471	44.203	643
44.227	458	44.253	641
44.278	455	44.304	655
44.329	460	44.354	648
44.380	457	44.405	642
44.430	468	44.456	633
44.481	481	44.507	621
44.531	494	44.557	595
44.583	511	44.608	586
44.633	527	44.658	569
44.684	546	44.710	559
44.734	562	44.760	539
44.785	580	44.811	525
44.835	590	44.861	516
44.887	597	44.912	507
44.937	606	44.962	505
44.988	605	45.014	505
45.038	607	45.064	511
45.089	597	45.115	519
45.140	584	45.165	536
45.191	576	45.216	548
45.241	561	45.267	559
45.292	544	45.318	573
45.342	527	45.368	601
45.394	509	45.419	608
45.444	493	45.469	629
45.495	481	45.521	636
45.545	467	45.571	646
45.596	466	45.622	649
45.646	457	45.672	657
45.698	459	45.723	644
45.748	455	45.773	639
45.799	470	45.825	628
45.849	481	45.875	618
45.900	494	45.926	600
45.951	512	45.976	583
46.002	529	46.027	564
46.052	547	46.078	543
46.103	564	46.129	534
46.153	580	46.179	524
46.205	593	46.230	518
46.255	599	46.280	505
46.306	598	46.332	508
46.356	606	46.382	508
46.407	601	46.433	513
46.458	587	46.483	522
46.509	578	46.534	534
46.559	572	46.584	550
46.610	556	46.636	564
46.660	541	46.686	580
46.711	523	46.737	600
46.762	508	46.787	613
46.813	490	46.838	629
46.863	479	46.889	634
46.914	463	46.940	648
46.964	462	46.990	644
47.016	459	47.041	641
47.066	458	47.091	644
47.117	463	47.143	638
47.167	472	47.193	624
47.218	484	47.244	611
47.269	504	47.294	591
47.320	512	47.345	581
47.370	527	47.395	564
47.421	550	47.447	549
47.471	564	47.497	529
47.522	579	47.548	516
47.573	591	47.598	514
47.624	598	47.649	505
47.675	602	47.700	508
47.725	604	47.751	509
47.776	600	47.801	522
47.827	594	47.852	527
47.878	583	47.902	538
47.928	568	47.954	554
47.979	557	48.004	573
48.029	536	48.055	587
48.081	528	48.105	602
48.131	510	48.156	618
48.182	488	48.206	631
48.232	476	48.258	639
48.283	469	48.308	644
48.333	462	48.359	646
48.385	461	48.409	641
48.435	463	48.460	642
48.486	468	48.511	634
48.536	477	48.562	616
48.587	488	48.612	599
48.638	503	48.663	592
48.689	519	48.713	576
48.739	532	48.765	557
48.790	552	48.815	544
48.840	567	48.866	531
48.892	580	48.916	522
48.942	590	48.967	510
48.993	599	49.018	508
49.043	602	49.069	506
49.094	601	49.119	510
49.144	598	49.170	520
49.196	585	49.220	524
49.246	579	49.271	549
49.297	566	49.322	559
49.347	552	49.373	573
49.398	534	49.423	589
49.449	518	49.474	605
49.500	504	49.524	620
49.550	484	49.576	634
49.601	480	49.626	641
49.651	470	49.677	646
49.703	470	49.727	654
49.753	464	49.778	646
49.804	465	49.829	640
49.854	471	49.880	631
49.905	481	49.930	620
49.955	493	49.981	601
50.007	507	50.031	589
50.057	521	50.082	565
50.108	541	50.133	557
50.158	556	50.184	540
50.209	569	50.234	529
50.260	581	50.285	518
50.311	593	50.335	511
50.361	595	50.387	513
50.412	602	50.437	509
50.462	596	50.488	504
50.514	594	50.538	522
50.564	587	50.589	538
50.615	577	50.640	552
50.665	564	50.691	564
50.716	548	50.742	578
50.766	530	50.792	595
50.818	517	50.843	607
50.868	500	50.893	624
50.919	490	50.945	635
50.969	477	50.995	642
51.020	468	51.046	647
51.071	465	51.096	645
51.122	471	51.147	645
51.172	470	51.198	639
51.223	472	51.249	631
51.273	485	51.299	616
51.325	495	51.350	595
51.375	512	51.400	580
51.426	525	51.452	567
51.476	544	51.502	555
51.527	558	51.553	539
51.578	569	51.603	522
51.629	582	51.654	523
51.679	590	51.704	513
51.730	595	51.756	511
51.780	598	51.806	511
51.831	597	51.857	514
51.882	591	51.907	523
51.933	584	51.958	535
51.983	574	52.009	549
52.034	558	52.060	560
52.084	544	52.110	576
52.136	529	52.161	590
52.186	515	52.211	612
52.237	499	52.263	620
52.287	494	52.313	632
52.338	482	52.364	642
52.389	471	52.414	649
52.440	467	52.465	647
52.490	469	52.515	643
52.541	474	52.567	637
52.591	479	52.617	626
52.642	482	52.668	612
52.693	507	52.718	598
52.744	510	52.769	582
52.794	522	52.820	566
52.845	541	52.871	552
52.895	559	52.921	537
52.947	572	52.972	519
52.997	583	53.022	516
53.048	591	53.074	508
53.098	594	53.124	506
53.149	596	53.175	511
53.200	595	53.225	520
53.251	588	53.276	527
53.301	578	53.326	537
53.352	569	53.378	550
53.402	550	53.428	567
53.453	541	53.479	582
53.504	531	53.529	600
53.555	508	53.580	614
53.605	500	53.631	630
53.656	488	53.682	636
53.706	478	53.732	651
53.758	471	53.783	646
53.808	469	53.833	648
53.859	469	53.885	646
53.909	474	53.935	635
53.960	482	53.986	622
54.011	496	54.036	609
54.062	500	54.087	593
54.112	517	54.138	579
54.163	527	54.189	563
54.213	534	54.239	549
54.264	563	54.290	537
54.315	573	54.340	524
54.366	584	54.391	515
54.417	590	54.442	511
54.467	593	54.493	504
54.518	594	54.543	513
54.569	589	54.594	513
54.620	586	54.644	528
54.670	577	54.696	539
54.721	565	54.746	559
54.771	552	54.797	570
54.823	541	54.847	585
54.873	524	54.898	602
54.924	513	54.949	615
54.974	498	55.000	627
55.025	480	55.050	637
55.075	476	55.101	646
55.127	474	55.151	644
55.177	471	55.202	644
55.228	472	55.253	640
55.278	477	55.304	632
55.329	484	55.354	616
55.380	495	55.405	609
55.431	507	55.455	593
55.481	521	55.507	576
55.532	541	55.557	562
55.582	548	55.608	544
55.634	565	55.658	536
55.684	577	55.709	523
55.735	583	55.760	517
55.785	591	55.811	511
55.836	594	55.861	511
55.886	591	55.912	514
55.938	589	55.962	519
55.988	583	56.013	528
56.039	573	56.064	545
56.089	562	56.115	557
56.140	549	56.165	568
56.191	534	56.216	590
56.242	519	56.266	603
56.292	508	56.318	624
56.343	491	56.368	629
56.393	487	56.419	637
56.445	475	56.469	643
56.495	478	56.520	643
56.546	471	56.571	642
56.596	471	56.622	638
56.647	476	56.672	630
56.698	488	56.723	618
56.749	499	56.773	606
56.799	515	56.824	582
56.850	525	56.875	576
56.900	536	56.926	552
56.951	552	56.976	541
57.002	566	57.027	531
57.053	570	57.077	520
57.103	582	57.129	515
57.154	591	57.179	511
57.204	596	57.230	512
57.256	586	57.280	516
57.306	583	57.331	524
57.357	577	57.382	533
57.407	569	57.433	547
57.458	557	57.484	560
57.509	538	57.534	581
57.560	532	57.585	599
57.610	516	57.635	607
57.661	501	57.687	620
57.711	492	57.737	627
57.762	484	57.788	634
57.813	478	57.838	643
57.864	475	57.889	646
57.914	473	57.940	641
57.965	477	57.991	635
58.015	488	58.041	626
58.067	491	58.092	616
58.117	498	58.142	598
58.168	512	58.194	587
58.218	528	58.244	572
58.269	541	58.295	553
58.320	552	58.345	538
58.371	567	58.396	534
58.421	577	58.446	526
