#Creator: pendulumviewEventBuffer
#Creation time: Sat Apr 16 18:07:12 2011
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
17.819	577	17.843	521
17.869	579	17.895	531
17.920	585	17.945	555
17.970	581	17.996	566
18.022	581	18.046	585
18.072	581	18.097	601
18.123	579	18.147	615
18.173	578	18.199	625
18.224	585	18.249	633
18.274	579	18.300	637
18.326	581	18.350	635
18.376	580	18.401	632
18.427	580	18.452	620
18.477	582	18.503	613
18.528	581	18.553	594
18.579	581	18.604	588
18.630	580	18.654	565
18.680	578	18.706	556
18.731	581	18.756	538
18.781	580	18.807	520
18.833	584	18.857	513
18.883	584	18.908	499
18.934	579	18.959	491
18.984	587	19.010	488
19.035	580	19.060	489
19.085	578	19.111	492
19.137	584	19.161	499
19.187	580	19.212	511
19.238	581	19.263	524
19.288	581	19.314	540
19.339	581	19.364	548
19.390	581	19.415	572
19.441	581	19.465	588
19.491	582	19.517	602
19.542	581	19.567	615
19.592	585	19.618	629
19.644	579	19.668	632
19.694	588	19.719	635
19.745	583	19.770	635
19.795	586	19.821	630
19.846	586	19.871	628
19.896	583	19.922	616
19.948	582	19.972	604
19.998	582	20.023	584
20.049	580	20.074	562
20.099	579	20.125	546
20.150	580	20.175	535
20.201	580	20.226	516
20.252	582	20.276	509
20.302	581	20.328	499
20.353	571	20.378	492
20.403	588	20.429	494
20.455	580	20.479	484
20.505	580	20.530	496
20.556	577	20.581	502
20.606	581	20.632	510
20.657	583	20.683	527
20.707	580	20.733	535
20.759	580	20.784	557
20.809	581	20.834	575
20.860	581	20.886	591
20.910	583	20.936	606
20.961	581	20.987	615
21.012	583	21.037	625
21.063	579	21.088	631
21.113	581	21.139	634
21.164	584	21.190	632
21.214	583	21.240	629
21.266	585	21.291	620
21.316	576	21.341	610
21.367	582	21.393	599
21.417	579	21.443	587
21.468	580	21.494	560
21.519	581	21.544	546
21.570	580	21.595	533
21.620	581	21.645	524
21.671	581	21.697	509
21.721	578	21.747	500
21.772	578	21.798	493
21.823	578	21.848	490
21.874	583	21.899	491
21.924	574	21.950	497
21.975	580	22.001	506
22.025	576	22.051	515
22.077	580	22.102	525
22.127	580	22.152	542
22.178	580	22.204	555
22.228	579	22.254	584
22.279	581	22.305	595
22.330	580	22.355	602
22.381	585	22.406	616
22.431	578	22.456	623
22.482	579	22.508	630
22.532	579	22.558	631
22.583	583	22.609	630
22.634	580	22.659	626
22.685	581	22.710	618
22.735	580	22.761	608
22.786	580	22.812	593
22.836	587	22.862	576
22.888	578	22.913	564
22.938	581	22.963	547
22.989	581	23.015	531
23.039	580	23.065	520
23.090	580	23.116	507
23.141	581	23.166	500
23.192	578	23.217	495
23.242	578	23.267	489
23.293	577	23.319	493
23.343	581	23.369	499
23.394	580	23.420	508
23.445	580	23.470	517
23.496	582	23.521	531
23.546	580	23.572	538
23.597	580	23.623	560
23.647	581	23.673	574
23.699	582	23.724	594
23.749	581	23.774	603
23.800	581	23.826	615
23.850	581	23.876	622
23.901	580	23.927	627
23.952	580	23.977	631
24.003	580	24.028	629
24.053	581	24.079	629
24.104	587	24.130	617
24.154	579	24.180	605
24.205	580	24.231	591
24.256	581	24.281	576
24.307	581	24.332	562
24.358	579	24.383	551
24.408	580	24.434	532
24.459	580	24.484	518
24.510	579	24.535	502
24.561	580	24.585	503
24.611	579	24.637	496
24.662	580	24.687	494
24.712	580	24.738	497
24.764	579	24.788	501
24.814	582	24.839	510
24.865	576	24.890	519
24.915	580	24.941	533
24.966	578	24.991	548
25.016	582	25.042	559
25.068	580	25.092	577
25.118	579	25.143	591
25.169	580	25.194	602
25.219	580	25.245	611
25.270	582	25.295	629
25.321	580	25.346	626
25.372	581	25.396	629
25.422	581	25.448	626
25.473	582	25.498	621
25.523	587	25.549	612
25.575	579	25.599	602
25.625	580	25.650	590
25.676	572	25.701	581
25.726	580	25.752	567
25.777	579	25.802	547
25.827	580	25.853	527
25.879	581	25.903	518
25.929	582	25.954	511
25.980	577	26.005	503
26.030	573	26.056	505
26.081	580	26.106	496
26.132	580	26.157	496
26.183	577	26.207	502
26.233	578	26.259	512
26.284	578	26.309	524
26.334	571	26.360	542
26.386	579	26.410	549
26.436	580	26.461	562
26.487	581	26.512	579
26.537	576	26.563	584
26.588	582	26.613	607
26.639	580	26.664	614
26.690	581	26.714	622
26.740	582	26.765	624
26.791	582	26.816	630
26.841	581	26.867	625
26.892	578	26.917	618
26.943	581	26.968	612
26.994	579	27.018	601
27.044	576	27.070	590
27.095	580	27.120	574
27.145	574	27.171	563
27.197	578	27.221	544
27.247	578	27.272	541
27.298	582	27.323	520
27.348	580	27.374	508
27.399	580	27.425	501
27.450	580	27.475	499
27.501	581	27.526	496
27.551	578	27.576	501
27.602	582	27.628	502
27.652	577	27.678	514
27.703	580	27.729	525
27.754	580	27.779	536
27.805	580	27.830	551
27.855	583	27.881	568
27.906	581	27.932	580
27.956	580	27.982	590
28.008	580	28.033	604
28.058	581	28.083	610
28.109	581	28.135	611
28.159	580	28.185	624
28.210	581	28.236	625
28.261	582	28.286	627
28.312	582	28.337	614
28.362	580	28.387	608
28.413	583	28.439	598
28.463	580	28.489	585
28.514	583	28.540	573
28.565	583	28.590	558
28.616	578	28.641	544
28.666	581	28.692	534
