#Creator: pendulumviewEventBuffer
#Creation time: Sat Apr 16 16:43:29 2011
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
17.108	612	17.133	511
17.158	624	17.183	509
17.209	632	17.235	504
17.259	632	17.285	509
17.310	625	17.336	512
17.361	610	17.386	512
17.412	594	17.437	510
17.463	565	17.488	512
17.513	540	17.539	511
17.564	504	17.589	512
17.615	476	17.640	509
17.666	442	17.690	511
17.716	416	17.742	511
17.767	392	17.792	505
17.817	373	17.843	507
17.869	358	17.893	512
17.919	354	17.944	508
17.970	352	17.994	510
18.020	360	18.046	512
18.071	373	18.096	508
18.121	393	18.147	511
18.173	426	18.197	511
18.223	448	18.248	511
18.274	480	18.299	509
18.324	509	18.350	510
18.375	532	18.400	512
18.426	570	18.451	511
18.477	591	18.501	513
18.527	612	18.553	512
18.578	624	18.603	510
18.628	629	18.654	509
18.680	630	18.704	509
18.730	622	18.755	515
18.781	609	18.806	509
18.831	587	18.857	513
18.882	567	18.907	511
18.932	536	18.958	513
18.984	502	19.008	512
19.034	474	19.059	510
19.085	446	19.110	509
19.135	416	19.161	514
19.186	390	19.211	510
19.237	371	19.262	511
19.288	361	19.312	502
19.338	353	19.364	510
19.389	353	19.414	510
19.439	363	19.465	505
19.491	377	19.515	513
19.541	396	19.566	507
19.592	420	19.617	512
19.642	449	19.668	512
19.693	483	19.718	510
19.743	511	19.769	511
19.795	541	19.819	515
19.845	565	19.870	512
19.896	593	19.921	511
19.946	610	19.972	510
19.997	621	20.022	512
20.048	628	20.073	514
20.099	635	20.123	510
20.149	620	20.175	518
20.200	605	20.225	516
20.250	585	20.276	510
20.302	560	20.326	513
20.352	531	20.377	511
20.403	501	20.428	509
20.453	467	20.479	510
20.504	439	20.530	509
20.554	413	20.580	510
20.606	385	20.631	509
20.656	376	20.681	509
20.707	365	20.733	512
20.757	356	20.783	510
20.808	356	20.834	507
20.859	369	20.884	513
20.910	380	20.935	506
20.960	398	20.986	513
21.011	423	21.037	509
21.061	452	21.087	504
21.113	482	21.138	508
21.163	514	21.188	511
21.214	543	21.240	512
21.264	567	21.290	510
21.315	598	21.341	510
21.366	611	21.391	511
21.417	623	21.442	513
21.467	625	21.492	511
21.518	622	21.544	511
21.568	616	21.594	510
21.619	603	21.645	512
21.670	582	21.695	519
21.721	558	21.746	511
21.771	529	21.797	513
21.822	498	21.848	511
21.872	469	21.898	509
21.924	437	21.949	511
21.974	411	21.999	507
22.025	388	22.051	511
22.075	382	22.101	510
22.126	362	22.152	512
22.177	359	22.202	509
