#Creator: pendulumviewEventBuffer
#Creation time: Sat Apr 16 16:43:29 2011
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
12.800	346	12.825	505
12.850	369	12.876	508
12.901	392	12.926	511
12.952	427	12.977	509
13.003	469	13.027	509
13.053	502	13.079	510
13.104	543	13.129	508
13.154	584	13.180	510
13.206	617	13.230	510
13.256	648	13.281	510
13.307	670	13.331	518
13.357	688	13.383	509
13.408	693	13.433	512
13.458	689	13.484	508
13.510	678	13.534	516
13.560	657	13.585	512
13.611	632	13.636	511
13.661	598	13.687	513
13.712	565	13.737	510
13.763	524	13.788	509
13.814	480	13.838	509
13.864	440	13.890	511
13.915	406	13.940	510
13.965	379	13.991	507
14.017	356	14.041	505
14.067	338	14.092	508
14.118	338	14.142	507
14.168	340	14.194	510
14.219	351	14.244	507
14.269	372	14.295	510
14.321	397	14.345	507
14.371	429	14.396	511
14.422	467	14.447	509
14.472	507	14.498	509
14.523	545	14.548	508
14.574	584	14.599	511
14.625	620	14.649	511
14.675	646	14.701	511
14.726	672	14.751	512
14.776	684	14.802	512
14.828	685	14.852	510
14.878	686	14.903	514
14.929	675	14.953	507
14.979	657	15.005	511
15.030	627	15.055	506
15.080	593	15.106	513
15.132	557	15.156	509
15.182	516	15.207	510
15.233	473	15.258	509
15.283	437	15.309	516
15.334	407	15.359	510
15.385	381	15.410	510
15.436	354	15.461	509
15.486	344	15.512	509
15.537	338	15.563	509
15.587	346	15.613	509
15.639	353	15.664	511
15.689	377	15.714	510
15.740	399	15.766	510
15.790	432	15.816	508
15.841	468	15.867	504
15.891	506	15.917	510
15.943	546	15.968	510
15.993	583	16.018	510
16.044	617	16.070	508
16.094	649	16.120	509
16.145	667	16.171	512
16.196	679	16.221	510
16.247	689	16.272	511
16.297	683	16.323	509
16.348	671	16.374	507
16.398	647	16.424	508
16.450	622	16.475	511
16.500	589	16.525	509
16.551	552	16.577	504
16.601	514	16.627	506
16.652	474	16.678	509
16.702	436	16.728	510
16.754	405	16.779	512
16.804	377	16.829	510
16.855	356	16.881	508
16.905	339	16.931	509
16.956	347	16.982	509
17.007	340	17.032	509
17.058	352	17.083	508
17.108	372	17.134	509
17.159	398	17.185	506
17.209	432	17.235	508
17.261	468	17.286	509
17.311	505	17.336	512
17.362	548	17.388	509
17.412	583	17.438	506
17.463	616	17.489	510
17.513	646	17.539	511
17.565	667	17.590	512
17.615	677	17.640	511
17.666	687	17.692	511
17.716	682	17.742	511
17.767	666	17.793	505
17.818	644	17.843	511
17.869	614	17.894	510
17.919	584	17.945	509
17.970	550	17.996	512
18.020	508	18.046	514
18.072	468	18.097	510
18.122	429	18.147	516
18.173	398	18.199	510
18.223	370	18.249	510
18.274	348	18.300	510
18.324	337	18.350	508
18.376	332	18.401	508
18.426	342	18.451	509
18.477	359	18.503	508
18.527	372	18.553	509
18.578	396	18.604	509
18.629	432	18.654	505
18.680	468	18.705	510
18.731	505	18.756	510
18.781	546	18.807	509
18.832	583	18.857	507
18.883	616	18.908	507
18.934	643	18.958	512
18.984	666	19.010	511
19.035	677	19.060	511
19.085	675	19.111	511
19.137	680	19.161	511
19.187	661	19.212	512
19.238	641	19.262	510
19.288	611	19.314	508
19.339	578	19.364	509
19.389	537	19.415	511
19.441	501	19.465	511
19.491	463	19.516	507
19.542	426	19.567	509
19.592	391	19.618	511
19.643	366	19.668	511
19.694	346	19.719	508
19.745	334	19.769	510
19.795	332	19.821	509
19.846	338	19.871	509
19.896	349	19.922	511
19.948	370	19.972	508
19.998	395	20.023	509
20.049	432	20.073	512
20.099	472	20.125	507
20.150	507	20.175	511
20.200	546	20.226	508
20.252	581	20.276	505
20.302	615	20.327	508
20.353	642	20.378	510
